text,label
r_bin5 rw_bin4 rx_bin5 rwc_bin3 rwx_bin3 rwxc_bin0 category=Ransomware family=Katyusha,Ransomware
r_bin2 rw_bin3 rx_bin3 rwc_bin2 rwx_bin1 rwxc_bin0 category=Ransomware family=Katyusha,Ransomware
r_bin5 rw_bin4 rx_bin5 rwc_bin3 rwx_bin3 rwxc_bin0 category=Ransomware family=Katyusha,Ransomware
r_bin4 rw_bin3 rx_bin3 rwc_bin2 rwx_bin3 rwxc_bin0 category=Ransomware family=Katyusha,Ransomware
r_bin1 rw_bin2 rx_bin1 rwc_bin2 rwx_bin1 rwxc_bin0 category=Ransomware family=Maoloa,Ransomware
r_bin1 rw_bin1 rx_bin1 rwc_bin1 rwx_bin6 rwxc_bin0 category=Ransomware family=Encrpt3d,Ransomware
r_bin1 rw_bin1 rx_bin1 rwc_bin1 rwx_bin5 rwxc_bin0 category=Ransomware family=HANTA,Ransomware
r_bin1 rw_bin1 rx_bin1 rwc_bin1 rwx_bin5 rwxc_bin0 category=Ransomware family=HANTA,Ransomware
r_bin1 rw_bin1 rx_bin1 rwc_bin1 rwx_bin1 rwxc_bin0 category=Ransomware family=BB,Ransomware
r_bin1 rw_bin1 rx_bin1 rwc_bin1 rwx_bin1 rwxc_bin0 category=Ransomware family=HiddenTear,Ransomware
r_bin5 rw_bin4 rx_bin5 rwc_bin5 rwx_bin6 rwxc_bin0 category=Ransomware family=Jigsaw,Ransomware
r_bin4 rw_bin4 rx_bin3 rwc_bin7 rwx_bin6 rwxc_bin0 category=Ransomware family=Jigsaw,Ransomware
r_bin1 rw_bin1 rx_bin1 rwc_bin1 rwx_bin1 rwxc_bin0 category=Ransomware family=LucyLocker,Ransomware
r_bin3 rw_bin2 rx_bin3 rwc_bin4 rwx_bin0 rwxc_bin0 category=Ransomware family=MountLocker,Ransomware
r_bin2 rw_bin1 rx_bin2 rwc_bin1 rwx_bin0 rwxc_bin0 category=Ransomware family=MountLocker,Ransomware
r_bin4 rw_bin4 rx_bin4 rwc_bin4 rwx_bin0 rwxc_bin0 category=Ransomware family=MountLocker,Ransomware
r_bin2 rw_bin1 rx_bin1 rwc_bin1 rwx_bin6 rwxc_bin0 category=Ransomware family=MountLocker,Ransomware
r_bin2 rw_bin2 rx_bin1 rwc_bin2 rwx_bin6 rwxc_bin0 category=Ransomware family=MountLocker,Ransomware
r_bin2 rw_bin2 rx_bin2 rwc_bin2 rwx_bin2 rwxc_bin0 category=Ransomware family=Matrix,Ransomware
r_bin2 rw_bin2 rx_bin1 rwc_bin2 rwx_bin1 rwxc_bin0 category=Ransomware family=Matrix,Ransomware
r_bin1 rw_bin1 rx_bin1 rwc_bin1 rwx_bin1 rwxc_bin0 category=Ransomware family=Matrix,Ransomware
r_bin2 rw_bin2 rx_bin1 rwc_bin2 rwx_bin6 rwxc_bin0 category=Ransomware family=Matrix,Ransomware
r_bin2 rw_bin2 rx_bin1 rwc_bin2 rwx_bin1 rwxc_bin0 category=Ransomware family=Matrix,Ransomware
r_bin2 rw_bin2 rx_bin2 rwc_bin1 rwx_bin2 rwxc_bin0 category=Ransomware family=Matrix,Ransomware
r_bin3 rw_bin2 rx_bin3 rwc_bin1 rwx_bin2 rwxc_bin0 category=Ransomware family=Matrix,Ransomware
r_bin1 rw_bin2 rx_bin1 rwc_bin2 rwx_bin1 rwxc_bin0 category=Ransomware family=Matrix,Ransomware
r_bin2 rw_bin2 rx_bin3 rwc_bin2 rwx_bin1 rwxc_bin0 category=Ransomware family=Matrix,Ransomware
r_bin2 rw_bin2 rx_bin2 rwc_bin1 rwx_bin2 rwxc_bin0 category=Ransomware family=Matrix,Ransomware
r_bin2 rw_bin1 rx_bin1 rwc_bin2 rwx_bin6 rwxc_bin0 category=Ransomware family=Matrix,Ransomware
r_bin3 rw_bin2 rx_bin3 rwc_bin1 rwx_bin2 rwxc_bin0 category=Ransomware family=Matrix,Ransomware
r_bin2 rw_bin2 rx_bin1 rwc_bin2 rwx_bin1 rwxc_bin0 category=Ransomware family=Matrix,Ransomware
r_bin2 rw_bin2 rx_bin2 rwc_bin2 rwx_bin1 rwxc_bin0 category=Ransomware family=Matrix,Ransomware
r_bin4 rw_bin4 rx_bin4 rwc_bin3 rwx_bin2 rwxc_bin0 category=Ransomware family=Matrix,Ransomware
r_bin2 rw_bin2 rx_bin1 rwc_bin2 rwx_bin1 rwxc_bin0 category=Ransomware family=Matrix,Ransomware
r_bin1 rw_bin1 rx_bin1 rwc_bin2 rwx_bin5 rwxc_bin0 category=Ransomware family=Dharma,Ransomware
r_bin1 rw_bin1 rx_bin1 rwc_bin1 rwx_bin6 rwxc_bin0 category=Ransomware family=Dharma,Ransomware
r_bin2 rw_bin2 rx_bin1 rwc_bin2 rwx_bin6 rwxc_bin0 category=Ransomware family=Dharma,Ransomware
r_bin2 rw_bin2 rx_bin1 rwc_bin2 rwx_bin6 rwxc_bin0 category=Ransomware family=Dharma,Ransomware
r_bin1 rw_bin1 rx_bin1 rwc_bin2 rwx_bin3 rwxc_bin0 category=Ransomware family=Avaddon,Ransomware
r_bin4 rw_bin3 rx_bin4 rwc_bin3 rwx_bin2 rwxc_bin0 category=Ransomware family=Avaddon,Ransomware
r_bin2 rw_bin3 rx_bin3 rwc_bin2 rwx_bin1 rwxc_bin0 category=Ransomware family=Avaddon,Ransomware
r_bin2 rw_bin3 rx_bin3 rwc_bin2 rwx_bin1 rwxc_bin0 category=Ransomware family=Avaddon,Ransomware
r_bin4 rw_bin4 rx_bin4 rwc_bin4 rwx_bin3 rwxc_bin0 category=Ransomware family=Pojie,Ransomware
r_bin3 rw_bin3 rx_bin3 rwc_bin4 rwx_bin3 rwxc_bin0 category=Ransomware family=Pojie,Ransomware
r_bin5 rw_bin4 rx_bin5 rwc_bin4 rwx_bin2 rwxc_bin0 category=Ransomware family=FuxSocy,Ransomware
r_bin6 rw_bin5 rx_bin5 rwc_bin5 rwx_bin6 rwxc_bin0 category=Ransomware family=Epsilon,Ransomware
r_bin6 rw_bin5 rx_bin5 rwc_bin5 rwx_bin6 rwxc_bin0 category=Ransomware family=Epsilon,Ransomware
r_bin6 rw_bin5 rx_bin5 rwc_bin5 rwx_bin6 rwxc_bin0 category=Ransomware family=Epsilon,Ransomware
r_bin5 rw_bin4 rx_bin5 rwc_bin4 rwx_bin2 rwxc_bin0 category=Ransomware family=Jackpot,Ransomware
r_bin2 rw_bin1 rx_bin1 rwc_bin1 rwx_bin1 rwxc_bin0 category=Ransomware family=4444,Ransomware
r_bin2 rw_bin3 rx_bin3 rwc_bin2 rwx_bin1 rwxc_bin0 category=Ransomware family=#Other,Ransomware
r_bin5 rw_bin7 rx_bin5 rwc_bin4 rwx_bin4 rwxc_bin0 category=Ransomware family=#Other,Ransomware
r_bin2 rw_bin3 rx_bin3 rwc_bin2 rwx_bin1 rwxc_bin0 category=Ransomware family=#Other,Ransomware
r_bin2 rw_bin2 rx_bin1 rwc_bin2 rwx_bin1 rwxc_bin0 category=Ransomware family=#Other,Ransomware
r_bin1 rw_bin1 rx_bin1 rwc_bin1 rwx_bin1 rwxc_bin0 category=Ransomware family=#Other,Ransomware
r_bin2 rw_bin1 rx_bin1 rwc_bin1 rwx_bin1 rwxc_bin0 category=Ransomware family=Mamba,Ransomware
r_bin1 rw_bin1 rx_bin1 rwc_bin1 rwx_bin5 rwxc_bin0 category=Ransomware family=Egregor,Ransomware
r_bin3 rw_bin2 rx_bin3 rwc_bin3 rwx_bin1 rwxc_bin0 category=Ransomware family=Egregor,Ransomware
r_bin1 rw_bin1 rx_bin1 rwc_bin1 rwx_bin5 rwxc_bin0 category=Ransomware family=Expiro,Ransomware
r_bin4 rw_bin3 rx_bin3 rwc_bin3 rwx_bin6 rwxc_bin0 category=Ransomware family=Expiro,Ransomware
r_bin1 rw_bin1 rx_bin1 rwc_bin1 rwx_bin5 rwxc_bin0 category=Ransomware family=Expiro,Ransomware
r_bin1 rw_bin1 rx_bin1 rwc_bin2 rwx_bin5 rwxc_bin0 category=Ransomware family=Expiro,Ransomware
r_bin1 rw_bin1 rx_bin1 rwc_bin2 rwx_bin5 rwxc_bin0 category=Ransomware family=Expiro,Ransomware
r_bin2 rw_bin3 rx_bin1 rwc_bin2 rwx_bin5 rwxc_bin0 category=Ransomware family=Expiro,Ransomware
r_bin1 rw_bin1 rx_bin1 rwc_bin1 rwx_bin6 rwxc_bin0 category=Ransomware family=Expiro,Ransomware
r_bin1 rw_bin1 rx_bin1 rwc_bin1 rwx_bin5 rwxc_bin0 category=Ransomware family=Expiro,Ransomware
r_bin2 rw_bin1 rx_bin1 rwc_bin1 rwx_bin5 rwxc_bin0 category=Ransomware family=Expiro,Ransomware
r_bin7 rw_bin7 rx_bin7 rwc_bin7 rwx_bin6 rwxc_bin0 category=Ransomware family=Crypt888,Ransomware
r_bin5 rw_bin4 rx_bin5 rwc_bin4 rwx_bin2 rwxc_bin0 category=Ransomware family=Crypt888,Ransomware
r_bin5 rw_bin7 rx_bin5 rwc_bin3 rwx_bin3 rwxc_bin0 category=Ransomware family=CryLock,Ransomware
r_bin5 rw_bin7 rx_bin5 rwc_bin3 rwx_bin3 rwxc_bin0 category=Ransomware family=CryLock,Ransomware
r_bin2 rw_bin2 rx_bin2 rwc_bin3 rwx_bin3 rwxc_bin0 category=Ransomware family=Cryptowall,Ransomware
r_bin0 rw_bin0 rx_bin0 rwc_bin0 rwx_bin0 rwxc_bin0 category=Ransomware family=Cryptowall,Ransomware
r_bin3 rw_bin2 rx_bin3 rwc_bin2 rwx_bin3 rwxc_bin0 category=Ransomware family=Cryptowall,Ransomware
r_bin0 rw_bin0 rx_bin0 rwc_bin0 rwx_bin0 rwxc_bin0 category=Ransomware family=Cryptowall,Ransomware
r_bin3 rw_bin3 rx_bin2 rwc_bin4 rwx_bin6 rwxc_bin0 category=Ransomware family=Nemty,Ransomware
r_bin5 rw_bin5 rx_bin5 rwc_bin3 rwx_bin2 rwxc_bin0 category=Ransomware family=HelloKitty,Ransomware
r_bin3 rw_bin3 rx_bin3 rwc_bin3 rwx_bin2 rwxc_bin0 category=Ransomware family=HelloKitty,Ransomware
r_bin3 rw_bin3 rx_bin3 rwc_bin3 rwx_bin2 rwxc_bin0 category=Ransomware family=HelloKitty,Ransomware
r_bin3 rw_bin2 rx_bin3 rwc_bin4 rwx_bin0 rwxc_bin0 category=Ransomware family=HelloKitty,Ransomware
r_bin1 rw_bin2 rx_bin2 rwc_bin1 rwx_bin1 rwxc_bin0 category=Ransomware family=HelloKitty,Ransomware
r_bin2 rw_bin2 rx_bin2 rwc_bin2 rwx_bin1 rwxc_bin0 category=Ransomware family=HelloKitty,Ransomware
r_bin1 rw_bin2 rx_bin2 rwc_bin1 rwx_bin1 rwxc_bin0 category=Ransomware family=HelloKitty,Ransomware
r_bin1 rw_bin1 rx_bin2 rwc_bin1 rwx_bin1 rwxc_bin0 category=Ransomware family=HelloKitty,Ransomware
r_bin4 rw_bin4 rx_bin4 rwc_bin4 rwx_bin0 rwxc_bin0 category=Ransomware family=HelloKitty,Ransomware
r_bin1 rw_bin1 rx_bin2 rwc_bin1 rwx_bin1 rwxc_bin0 category=Ransomware family=HelloKitty,Ransomware
r_bin3 rw_bin3 rx_bin3 rwc_bin3 rwx_bin2 rwxc_bin0 category=Ransomware family=HelloKitty,Ransomware
r_bin3 rw_bin3 rx_bin3 rwc_bin3 rwx_bin2 rwxc_bin0 category=Ransomware family=HelloKitty,Ransomware
r_bin2 rw_bin2 rx_bin2 rwc_bin2 rwx_bin1 rwxc_bin0 category=Ransomware family=HelloKitty,Ransomware
r_bin2 rw_bin3 rx_bin2 rwc_bin1 rwx_bin3 rwxc_bin0 category=Ransomware family=Hydra,Ransomware
r_bin2 rw_bin2 rx_bin2 rwc_bin1 rwx_bin1 rwxc_bin0 category=Ransomware family=ESCAL,Ransomware
r_bin6 rw_bin5 rx_bin5 rwc_bin5 rwx_bin6 rwxc_bin0 category=Ransomware family=Mydoom,Ransomware
r_bin3 rw_bin3 rx_bin3 rwc_bin2 rwx_bin2 rwxc_bin0 category=Ransomware family=Clop,Ransomware
r_bin2 rw_bin2 rx_bin2 rwc_bin2 rwx_bin1 rwxc_bin0 category=Ransomware family=Clop,Ransomware
r_bin1 rw_bin1 rx_bin1 rwc_bin1 rwx_bin1 rwxc_bin0 category=Ransomware family=Clop,Ransomware
r_bin2 rw_bin2 rx_bin1 rwc_bin2 rwx_bin1 rwxc_bin0 category=Ransomware family=Clop,Ransomware
r_bin2 rw_bin2 rx_bin1 rwc_bin2 rwx_bin1 rwxc_bin0 category=Ransomware family=Clop,Ransomware
r_bin0 rw_bin0 rx_bin0 rwc_bin0 rwx_bin1 rwxc_bin0 category=Ransomware family=Clop,Ransomware
r_bin2 rw_bin2 rx_bin1 rwc_bin2 rwx_bin1 rwxc_bin0 category=Ransomware family=Clop,Ransomware
r_bin3 rw_bin3 rx_bin3 rwc_bin3 rwx_bin2 rwxc_bin0 category=Ransomware family=Clop,Ransomware
r_bin0 rw_bin0 rx_bin0 rwc_bin0 rwx_bin1 rwxc_bin0 category=Ransomware family=Clop,Ransomware
r_bin2 rw_bin2 rx_bin1 rwc_bin2 rwx_bin1 rwxc_bin0 category=Ransomware family=Clop,Ransomware
r_bin1 rw_bin2 rx_bin2 rwc_bin1 rwx_bin1 rwxc_bin0 category=Ransomware family=Clop,Ransomware
r_bin2 rw_bin2 rx_bin1 rwc_bin2 rwx_bin1 rwxc_bin0 category=Ransomware family=Clop,Ransomware
r_bin1 rw_bin1 rx_bin2 rwc_bin1 rwx_bin1 rwxc_bin0 category=Ransomware family=Clop,Ransomware
r_bin2 rw_bin3 rx_bin3 rwc_bin2 rwx_bin1 rwxc_bin0 category=Ransomware family=Clop,Ransomware
r_bin1 rw_bin2 rx_bin2 rwc_bin1 rwx_bin1 rwxc_bin0 category=Ransomware family=Clop,Ransomware
r_bin2 rw_bin2 rx_bin1 rwc_bin2 rwx_bin1 rwxc_bin0 category=Ransomware family=Clop,Ransomware
r_bin2 rw_bin2 rx_bin2 rwc_bin2 rwx_bin1 rwxc_bin0 category=Ransomware family=Clop,Ransomware
r_bin3 rw_bin3 rx_bin3 rwc_bin3 rwx_bin2 rwxc_bin0 category=Ransomware family=Clop,Ransomware
r_bin2 rw_bin3 rx_bin3 rwc_bin2 rwx_bin1 rwxc_bin0 category=Ransomware family=Clop,Ransomware
r_bin2 rw_bin2 rx_bin1 rwc_bin2 rwx_bin1 rwxc_bin0 category=Ransomware family=Clop,Ransomware
r_bin1 rw_bin1 rx_bin2 rwc_bin1 rwx_bin1 rwxc_bin0 category=Ransomware family=Clop,Ransomware
r_bin2 rw_bin2 rx_bin1 rwc_bin1 rwx_bin1 rwxc_bin0 category=Ransomware family=Clop,Ransomware
r_bin0 rw_bin0 rx_bin0 rwc_bin0 rwx_bin1 rwxc_bin0 category=Ransomware family=Clop,Ransomware
r_bin3 rw_bin3 rx_bin3 rwc_bin3 rwx_bin2 rwxc_bin0 category=Ransomware family=Clop,Ransomware
r_bin0 rw_bin1 rx_bin0 rwc_bin0 rwx_bin1 rwxc_bin0 category=Ransomware family=Clop,Ransomware
r_bin1 rw_bin1 rx_bin1 rwc_bin1 rwx_bin1 rwxc_bin0 category=Ransomware family=Clop,Ransomware
r_bin0 rw_bin0 rx_bin0 rwc_bin0 rwx_bin1 rwxc_bin0 category=Ransomware family=Clop,Ransomware
r_bin1 rw_bin1 rx_bin1 rwc_bin1 rwx_bin1 rwxc_bin0 category=Ransomware family=Clop,Ransomware
r_bin3 rw_bin3 rx_bin3 rwc_bin3 rwx_bin4 rwxc_bin0 category=Ransomware family=Clop,Ransomware
r_bin1 rw_bin1 rx_bin1 rwc_bin1 rwx_bin5 rwxc_bin0 category=Ransomware family=Clay,Ransomware
r_bin6 rw_bin7 rx_bin6 rwc_bin4 rwx_bin2 rwxc_bin0 category=Ransomware family=LockBit,Ransomware
r_bin5 rw_bin7 rx_bin5 rwc_bin4 rwx_bin2 rwxc_bin0 category=Ransomware family=LockBit,Ransomware
r_bin0 rw_bin0 rx_bin0 rwc_bin0 rwx_bin0 rwxc_bin0 category=Ransomware family=LockBit,Ransomware
r_bin1 rw_bin1 rx_bin1 rwc_bin2 rwx_bin5 rwxc_bin0 category=Ransomware family=LockBit,Ransomware
r_bin2 rw_bin2 rx_bin1 rwc_bin2 rwx_bin6 rwxc_bin0 category=Ransomware family=LockBit,Ransomware
r_bin4 rw_bin3 rx_bin3 rwc_bin3 rwx_bin6 rwxc_bin0 category=Ransomware family=LockBit,Ransomware
r_bin1 rw_bin1 rx_bin1 rwc_bin1 rwx_bin5 rwxc_bin0 category=Ransomware family=LockBit,Ransomware
r_bin3 rw_bin2 rx_bin2 rwc_bin3 rwx_bin6 rwxc_bin0 category=Ransomware family=LockBit,Ransomware
r_bin4 rw_bin3 rx_bin3 rwc_bin3 rwx_bin6 rwxc_bin0 category=Ransomware family=stylish-portfolio.js,Ransomware
r_bin4 rw_bin3 rx_bin4 rwc_bin3 rwx_bin2 rwxc_bin0 category=Ransomware family=DarkSide,Ransomware
r_bin4 rw_bin3 rx_bin4 rwc_bin3 rwx_bin5 rwxc_bin0 category=Ransomware family=Locky,Ransomware
r_bin5 rw_bin4 rx_bin5 rwc_bin3 rwx_bin5 rwxc_bin0 category=Ransomware family=Locky,Ransomware
r_bin1 rw_bin1 rx_bin1 rwc_bin2 rwx_bin5 rwxc_bin0 category=Ransomware family=Locky,Ransomware
r_bin1 rw_bin1 rx_bin1 rwc_bin1 rwx_bin5 rwxc_bin0 category=Ransomware family=nan,Ransomware
r_bin3 rw_bin2 rx_bin3 rwc_bin3 rwx_bin1 rwxc_bin0 category=Ransomware family=nan,Ransomware
r_bin2 rw_bin2 rx_bin2 rwc_bin1 rwx_bin2 rwxc_bin0 category=Ransomware family=Demonware,Ransomware
r_bin2 rw_bin2 rx_bin2 rwc_bin2 rwx_bin2 rwxc_bin0 category=Ransomware family=Demonware,Ransomware
r_bin1 rw_bin2 rx_bin1 rwc_bin1 rwx_bin6 rwxc_bin0 category=Ransomware family=Demonware,Ransomware
r_bin2 rw_bin2 rx_bin1 rwc_bin2 rwx_bin6 rwxc_bin0 category=Ransomware family=Demonware,Ransomware
r_bin4 rw_bin3 rx_bin3 rwc_bin3 rwx_bin6 rwxc_bin0 category=Ransomware family=Makop,Ransomware
r_bin4 rw_bin3 rx_bin4 rwc_bin4 rwx_bin3 rwxc_bin0 category=Ransomware family=Makop,Ransomware
r_bin1 rw_bin1 rx_bin1 rwc_bin2 rwx_bin5 rwxc_bin0 category=Ransomware family=Makop,Ransomware
r_bin2 rw_bin2 rx_bin1 rwc_bin2 rwx_bin6 rwxc_bin0 category=Ransomware family=Makop,Ransomware
